,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
1403.0,IntelCorei5-2450M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,800.0,800.0,800.0,4989.04,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,42.0,Intel(R)Core(TM)i5-2450MCPU@2.50GHz,7.0,800.0,3072.0,0.0,4.0,2.0,0.0,13.0,4989.04,64.0,64.0,36.48,74.0,Intel  Corei5-2450M CPU @2.50GHz,Intel Core-i5,,Intel Corei5-2450M,Intel Core i5-2450M,32.0,35.0,2012.0
1408.0,IntelCorei5-2500K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,1600.0,1600.0,1600.0,6585.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,42.0,Intel(R)Core(TM)i5-2500KCPU@3.30GHz,7.0,3301.0,6144.0,0.0,4.0,4.0,0.0,13.0,6585.0,64.0,64.0,36.48,100.0,Intel  Corei5-2500K CPU @3.30GHz,Intel Core-i5,,Intel Corei5-2500K,Intel Core i5-2500K,32.0,95.0,2011.0
1409.0,IntelCorei5-2500S,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,1600.0,1600.0,1600.0,5387.51,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,42.0,Intel(R)Core(TM)i5-2500SCPU@2.70GHz,7.0,1600.0,6144.0,0.0,4.0,4.0,0.0,13.0,5388.27,64.0,64.0,36.48,55.0,Intel  Corei5-2500S CPU @2.70GHz,Intel Core-i5,,Intel Corei5-2500S,Intel Core i5-2500S,32.0,65.0,2011.0
1413.0,IntelCorei5-2520M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,800.0,800.0,800.0,4983.64,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,42.0,Intel(R)Core(TM)i5-2520MCPU@2.50GHz,7.0,800.0,3072.0,0.0,4.0,2.0,0.0,13.0,4988.53,64.0,64.0,36.48,42.0,Intel  Corei5-2520M CPU @2.50GHz,Intel Core-i5,,Intel Corei5-2520M,Intel Core i5-2520M,32.0,35.0,2011.0
1416.0,IntelCorei5-2540M,1,x86_64,32.64,1.0,1.0,1.0,,,GenuineIntel,6.0,42.0,,7.0,2600.0,2600.0,2600.0,5188.38,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,42.0,Intel(R)Core(TM)i5-2540MCPU@2.60GHz,7.0,2600.0,3072.0,0.0,1.0,1.0,0.0,13.0,5188.38,64.0,64.0,36.48,48.0,Intel  Corei5-2540M CPU @2.60GHz,Intel Core-i5,,Intel Corei5-2540M,Intel Core i5-2540M,32.0,35.0,2011.0
1420.0,IntelCorei5-3210M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,2501.0,2501.0,2501.0,4988.35,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3210MCPU@2.50GHz,9.0,2501.0,3072.0,0.0,4.0,2.0,0.0,13.0,4988.35,64.0,64.0,36.48,62.0,Intel  Corei5-3210M CPU @2.50GHz,Intel Core-i5,,Intel Corei5-3210M,Intel Core i5-3210M,22.0,35.0,2012.0
1422.0,IntelCorei5-3230M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,1200.0,1200.0,1200.0,5188.3,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3230MCPU@2.60GHz,9.0,1200.0,3072.0,0.0,4.0,2.0,0.0,13.0,5188.38,64.0,64.0,36.48,100.0,Intel  Corei5-3230M CPU @2.60GHz,Intel Core-i5,,Intel Corei5-3230M,Intel Core i5-3230M,22.0,35.0,2013.0
1424.0,IntelCorei5-3317U,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3317UCPU@1.70GHz,9.0,1938.0,1938.0,1938.0,3393.8,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3317UCPU@1.70GHz,9.0,2516.0,3072.0,0.0,4.0,2.0,0.0,13.0,3393.74,64.0,64.0,36.48,225.0,Intel  Corei5-3317U CPU @1.70GHz,Intel Core-i5,Intel  Corei5-3317U CPU @1.70GHz,Intel Corei5-3317U,Intel Core i5-3317U,22.0,17.0,2012.0
1425.0,IntelCorei5-3320M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,,,1200.0,1200.0,1200.0,5188.37,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3320MCPU@2.60GHz,9.0,1200.0,3072.0,0.0,4.0,2.0,0.0,13.0,5188.37,64.0,64.0,36.48,48.0,Intel  Corei5-3320M CPU @2.60GHz,Intel Core-i5,,Intel Corei5-3320M,Intel Core i5-3320M,22.0,35.0,2012.0
1427.0,IntelCorei5-3330,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3330CPU@3.00GHz,9.0,3217.5,3217.5,3217.5,5986.42,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3330CPU@3.00GHz,9.0,1623.75,6144.0,0.0,4.0,4.0,0.0,13.0,6000.43,64.0,64.0,36.48,80.0,Intel  Corei5-3330 CPU @3.00GHz,Intel Core-i5,Intel  Corei5-3330 CPU @3.00GHz,Intel Corei5-3330,Intel Core i5-3330,22.0,77.0,2012.0
1428.0,IntelCorei5-3330S,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,2701.0,2701.0,2701.0,5388.27,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3330SCPU@2.70GHz,9.0,2701.0,6144.0,0.0,4.0,4.0,0.0,13.0,5388.27,64.0,64.0,36.48,301.0,Intel  Corei5-3330S CPU @2.70GHz,Intel Core-i5,,Intel Corei5-3330S,Intel Core i5-3330S,22.0,77.0,2012.0
1438.0,IntelCorei5-3380M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,,,2900.0,2900.0,2900.0,5786.68,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3380MCPU@2.90GHz,9.0,1200.0,3072.0,0.0,4.0,2.0,0.0,13.0,5786.68,64.0,64.0,36.48,269.0,Intel  Corei5-3380M CPU @2.90GHz,Intel Core-i5,,Intel Corei5-3380M,Intel Core i5-3380M,22.0,35.0,2013.0
1440.0,IntelCorei5-3427U,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,1800.0,1800.0,1800.0,4589.82,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3427UCPU@1.80GHz,9.0,1800.0,3072.0,0.0,4.0,2.0,0.0,13.0,4589.82,64.0,64.0,36.48,420.0,Intel  Corei5-3427U CPU @1.80GHz,Intel Core-i5,,Intel Corei5-3427U,Intel Core i5-3427U,22.0,17.0,2012.0
1445.0,IntelCorei5-3470,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,1600.0,1600.0,1600.0,6719.89,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3470CPU@3.20GHz,9.0,1600.0,6144.0,0.0,4.0,4.0,0.0,13.0,6719.89,64.0,64.0,36.48,200.0,Intel  Corei5-3470 CPU @3.20GHz,Intel Core-i5,,Intel Corei5-3470,Intel Core i5-3470,22.0,77.0,2012.0
1451.0,IntelCorei5-3570,1,x86_64,32.64,4.0,1.0,4.0,1.0,,GenuineIntel,6.0,58.0,,,3601.4759999999997,3601.4770000000003,3601.478,6799.83,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3570CPU@3.40GHz,9.0,3725.257,6144.0,0.0,4.0,4.0,0.0,13.0,6799.83,64.0,64.0,36.48,140.0,Intel  Corei5-3570 CPU @3.40GHz,Intel Core-i5,,Intel Corei5-3570,Intel Core i5-3570,22.0,77.0,2012.0
1452.0,IntelCorei5-3570K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,,,9.0,1899.2179999999998,4400.0,1600.0,6799.64,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,58.0,Intel(R)Core(TM)i5-3570KCPU@3.40GHz,9.0,1600.0,6144.0,0.0,4.0,4.0,0.0,13.0,6836.02,64.0,64.0,36.48,166.0,Intel  Corei5-3570K CPU @3.40GHz,Intel Core-i5,,Intel Corei5-3570K,Intel Core i5-3570K,22.0,77.0,2012.0
1457.0,IntelCorei5-4200U,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,69.0,,1.0,1600.0,1600.0,1600.0,4589.66,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,69.0,Intel(R)Core(TM)i5-4200UCPU@1.60GHz,1.0,759.0,3072.0,0.0,4.0,2.0,0.0,13.0,4589.65,64.0,64.0,39.48,281.0,Intel  Corei5-4200U CPU @1.60GHz,Intel Core-i5,,Intel Corei5-4200U,Intel Core i5-4200U,22.0,15.0,2013.0
1459.0,IntelCorei5-4210U,1,x86_64,32.64,4.0,2.0,2.0,1.0,,GenuineIntel,6.0,69.0,Intel(R)Core(TM)i5-4210UCPU@1.70GHz,,2415.375,2700.0,800.0,4788.62,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,69.0,Intel(R)Core(TM)i5-4210UCPU@1.70GHz,1.0,2601.937,3072.0,0.0,4.0,2.0,0.0,13.0,4788.62,64.0,64.0,39.48,281.0,Intel  Corei5-4210U CPU @1.70GHz,Intel Core-i5,Intel  Corei5-4210U CPU @1.70GHz,Intel Corei5-4210U,Intel Core i5-4210U,22.0,15.0,2014.0
1460.0,IntelCorei5-4250U,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,69.0,Intel(R)Core(TM)i5-4250UCPU@1.30GHz,1.0,1300.0,1901.0001,779.0001,3791.16,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,69.0,Intel(R)Core(TM)i5-4250UCPU@1.30GHz,1.0,1300.0,3072.0,0.0,4.0,2.0,0.0,13.0,3791.16,64.0,64.0,39.48,349.0,Intel  Corei5-4250U CPU @1.30GHz,Intel Core-i5,Intel  Corei5-4250U CPU @1.30GHz,Intel Corei5-4250U,Intel Core i5-4250U,22.0,15.0,2013.0
1463.0,IntelCorei5-4300M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4300MCPU@2.60GHz,3.0,2371.179,3300.0,800.0,5188.32,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4300MCPU@2.60GHz,3.0,1563.351,3072.0,0.0,4.0,2.0,0.0,13.0,5188.32,64.0,64.0,39.48,227.0,Intel  Corei5-4300M CPU @2.60GHz,Intel Core-i5,Intel  Corei5-4300M CPU @2.60GHz,Intel Corei5-4300M,Intel Core i5-4300M,22.0,37.0,2013.0
1467.0,IntelCorei5-4430,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,3001.0,3001.0,3001.0,5986.24,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4430CPU@3.00GHz,3.0,800.0,6144.0,0.0,4.0,4.0,0.0,13.0,5986.24,64.0,64.0,39.48,154.0,Intel  Corei5-4430 CPU @3.00GHz,Intel Core-i5,,Intel Corei5-4430,Intel Core i5-4430,22.0,84.0,2013.0
1469.0,IntelCorei5-4440,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,800.0,800.0,800.0,6186.17,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4440CPU@3.10GHz,3.0,3199.902,6144.0,0.0,4.0,4.0,0.0,13.0,6185.61,64.0,64.0,39.48,79.0,Intel  Corei5-4440 CPU @3.10GHz,Intel Core-i5,,Intel Corei5-4440,Intel Core i5-4440,22.0,84.0,2013.0
1470.0,IntelCorei5-4440S,1,,32.64,4.0,,,,1.0,GenuineIntel,,,,3.0,,,,5586.88,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4440SCPU@2.80GHz,3.0,800.0,6144.0,0.0,4.0,4.0,0.0,13.0,5586.88,64.0,64.0,39.48,187.0,Intel  Corei5-4440S CPU @2.80GHz,Intel Core-i5,,Intel Corei5-4440S,Intel Core i5-4440S,22.0,65.0,2013.0
1472.0,IntelCorei5-4570,1,x86_64,32.64,4.0,,,1.0,1.0,GenuineIntel,6.0,,,3.0,800.0,800.0,800.0,6384.77,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4570CPU@3.20GHz,3.0,3201.0,6144.0,0.0,4.0,4.0,0.0,13.0,6384.77,64.0,64.0,39.48,100.0,Intel  Corei5-4570 CPU @3.20GHz,Intel Core-i5,,Intel Corei5-4570,Intel Core i5-4570,22.0,84.0,2013.0
1474.0,IntelCorei5-4570S,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,2899.474,2899.475,2899.4759999999997,5799.8,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4570SCPU@2.90GHz,3.0,2899.474,6144.0,0.0,4.0,4.0,0.0,13.0,5798.94,64.0,64.0,39.48,240.0,Intel  Corei5-4570S CPU @2.90GHz,Intel Core-i5,,Intel Corei5-4570S,Intel Core i5-4570S,22.0,65.0,2013.0
1475.0,IntelCorei5-4570T,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,2901.0,2901.0,2901.0,5786.32,32.0,32.0,256.0,4096.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4570TCPU@2.90GHz,3.0,800.0,4096.0,0.0,4.0,2.0,0.0,13.0,5786.32,64.0,64.0,39.48,143.0,Intel  Corei5-4570T CPU @2.90GHz,Intel Core-i5,,Intel Corei5-4570T,Intel Core i5-4570T,22.0,35.0,2013.0
1477.0,IntelCorei5-4590,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4590CPU@3.30GHz,3.0,3652.945,3700.0,800.0,6600.04,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4590CPU@3.30GHz,3.0,3699.222,6144.0,0.0,4.0,4.0,0.0,13.0,6600.14,64.0,64.0,39.48,115.0,Intel  Corei5-4590 CPU @3.30GHz,Intel Core-i5,Intel  Corei5-4590 CPU @3.30GHz,Intel Corei5-4590,Intel Core i5-4590,22.0,84.0,2014.0
1479.0,IntelCorei5460M,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,37.0,,5.0,2534.0,2534.0,2534.0,5066.25,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,37.0,Intel(R)Core(TM)i5CPUM460@2.53GHz,5.0,1199.0,3072.0,0.0,4.0,2.0,0.0,11.0,5066.25,64.0,64.0,36.48,65.0,Intel  Corei5 CPU M460@2.53GHz,Intel Core-i5,,Intel Corei5460M,Intel Core i5-460M,32.0,35.0,2010.0
1480.0,IntelCorei5-4670,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4670CPU@3.40GHz,3.0,2225.532,3800.0,800.0,6799.53,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4670CPU@3.40GHz,3.0,2311.661,6144.0,0.0,4.0,4.0,0.0,13.0,6799.53,64.0,64.0,39.48,99.0,Intel  Corei5-4670 CPU @3.40GHz,Intel Core-i5,Intel  Corei5-4670 CPU @3.40GHz,Intel Corei5-4670,Intel Core i5-4670,22.0,84.0,2013.0
1481.0,IntelCorei5-4670K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,800.0,800.0,800.0,6799.96,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4670KCPU@3.40GHz,3.0,3401.0,6144.0,0.0,4.0,4.0,0.0,13.0,6799.96,64.0,64.0,39.48,227.0,Intel  Corei5-4670K CPU @3.40GHz,Intel Core-i5,,Intel Corei5-4670K,Intel Core i5-4670K,22.0,84.0,2013.0
1485.0,IntelCorei5-4690,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4690CPU@3.50GHz,,3879.531,3900.0,800.0,7002.67,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4690CPU@3.50GHz,3.0,3899.902,6144.0,0.0,4.0,4.0,0.0,13.0,7002.67,64.0,64.0,39.48,203.0,Intel  Corei5-4690 CPU @3.50GHz,Intel Core-i5,Intel  Corei5-4690 CPU @3.50GHz,Intel Corei5-4690,Intel Core i5-4690,22.0,84.0,2014.0
1486.0,IntelCorei5-4690K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,800.0,800.0,800.0,7000.26,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,60.0,Intel(R)Core(TM)i5-4690KCPU@3.50GHz,3.0,2100.0,6144.0,0.0,4.0,4.0,0.0,13.0,7000.26,64.0,64.0,39.48,149.0,Intel  Corei5-4690K CPU @3.50GHz,Intel Core-i5,,Intel Corei5-4690K,Intel Core i5-4690K,22.0,88.0,2014.0
1487.0,IntelCorei5480M,1,x86_64,32.64,4.0,2.0,2.0,,1.0,GenuineIntel,6.0,37.0,,5.0,1199.0,1199.0,1199.0,5613.15,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,37.0,Intel(R)Core(TM)i5CPUM480@2.67GHz,5.0,2667.0,3072.0,0.0,4.0,2.0,0.0,11.0,5319.93,64.0,64.0,36.48,81.0,Intel  Corei5 CPU M480@2.67GHz,Intel Core-i5,,Intel Corei5480M,Intel Core i5-480M,32.0,35.0,2011.0
1488.0,IntelCorei5-5200U,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,61.0,Intel(R)Core(TM)i5-5200UCPU@2.20GHz,4.0,2676.695,2700.0,500.0,4389.61,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,61.0,Intel(R)Core(TM)i5-5200UCPU@2.20GHz,4.0,2200.1710000000003,3072.0,0.0,4.0,2.0,0.0,20.0,4389.61,64.0,64.0,39.48,281.0,Intel  Corei5-5200U CPU @2.20GHz,Intel Core-i5,Intel  Corei5-5200U CPU @2.20GHz,Intel Corei5-5200U,Intel Core i5-5200U,14.0,15.0,2015.0
1492.0,IntelCorei5-5300U,1,x86_64,32.64,2.0,2.0,1.0,1.0,1.0,GenuineIntel,6.0,61.0,,4.0,2294.746,2294.7470000000003,2294.748,4589.49,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,61.0,Intel(R)Core(TM)i5-5300UCPU@2.30GHz,4.0,2294.746,3072.0,0.0,2.0,1.0,0.0,20.0,4589.49,64.0,64.0,39.48,290.0,Intel  Corei5-5300U CPU @2.30GHz,Intel Core-i5,,Intel Corei5-5300U,Intel Core i5-5300U,14.0,15.0,2015.0
1494.0,IntelCorei5540M,1,i686,32.64,4.0,2.0,2.0,,,GenuineIntel,6.0,37.0,,2.0,1199.0,1199.0,1199.0,,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,37.0,Intel(R)Core(TM)i5CPUM540@2.53GHz,2.0,1199.0,3072.0,0.0,4.0,2.0,0.0,11.0,5053.88,64.0,64.0,36.48,49.0,Intel  Corei5 CPU M540@2.53GHz,Intel Core-i5,,Intel Corei5540M,Intel Core i5-540M,32.0,35.0,2010.0
1499.0,IntelCore26400,1,i686,32.64,2.0,1.0,2.0,,,GenuineIntel,6.0,15.0,,2.0,1596.0,1596.0,1596.0,4256.0,32.0,32.0,2048.0,,GenuineIntel,6.0,15.0,Intel(R)Core(TM)2CPU6400@2.13GHz,2.0,2127.986,2048.0,0.0,2.0,2.0,0.0,10.0,4255.97,64.0,64.0,36.48,30.0,Intel  Core2 CPU 6400@2.13GHz,Intel Core,,Intel Core26400,Intel Core i5-6400,14.0,65.0,2015.0
1500.0,IntelCorei5650,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,37.0,,5.0,1197.0,1197.0,1197.0,6383.7,32.0,32.0,256.0,4096.0,GenuineIntel,6.0,37.0,Intel(R)Core(TM)i5CPU650@3.20GHz,2.0,1200.0,4096.0,0.0,4.0,2.0,0.0,11.0,6384.04,64.0,64.0,36.48,36.0,Intel  Corei5 CPU 650@3.20GHz,Intel Core-i5,,Intel Corei5650,Intel Core i5-650,32.0,73.0,2010.0
1501.0,IntelCorei5-6500,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6500CPU@3.20GHz,3.0,3201.0,3201.0,800.0,6384.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6500CPU@3.20GHz,3.0,3201.0,6144.0,0.0,4.0,4.0,0.0,22.0,6384.0,64.0,64.0,39.48,170.0,Intel  Corei5-6500 CPU @3.20GHz,Intel Core-i5,Intel  Corei5-6500 CPU @3.20GHz,Intel Corei5-6500,Intel Core i5-6500,14.0,65.0,2015.0
1504.0,IntelCorei5-6600,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6600CPU@3.30GHz,3.0,800.0239999999999,3800.0,800.0,6624.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6600CPU@3.30GHz,3.0,800.0239999999999,6144.0,0.0,4.0,4.0,0.0,22.0,6624.0,64.0,64.0,39.48,135.0,Intel  Corei5-6600 CPU @3.30GHz,Intel Core-i5,Intel  Corei5-6600 CPU @3.30GHz,Intel Corei5-6600,Intel Core i5-6600,14.0,65.0,2015.0
1505.0,IntelCorei5-6600K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6600KCPU@3.50GHz,3.0,899.993,4900.0,800.0,7010.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,94.0,Intel(R)Core(TM)i5-6600KCPU@3.50GHz,3.0,899.993,6144.0,0.0,4.0,4.0,0.0,22.0,7010.0,64.0,64.0,39.48,135.0,Intel  Corei5-6600K CPU @3.50GHz,Intel Core-i5,Intel  Corei5-6600K CPU @3.50GHz,Intel Corei5-6600K,Intel Core i5-6600K,14.0,95.0,2015.0
1512.0,IntelCorei5750,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,30.0,,5.0,1200.0,1200.0,1200.0,5349.64,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,30.0,Intel(R)Core(TM)i5CPU750@2.67GHz,5.0,3753.585,8192.0,0.0,4.0,4.0,0.0,11.0,7507.17,64.0,64.0,36.48,90.0,Intel  Corei5 CPU 750@2.67GHz,Intel Core-i5,,Intel Corei5750,Intel Core i5-750,45.0,95.0,2009.0
1513.0,IntelCorei5-7500,1,x86_64,32.64,1.0,1.0,1.0,1.0,1.0,GenuineIntel,6.0,158.0,,9.0,3400.0,3400.0,3400.0,6816.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,158.0,Intel(R)Core(TM)i5-7500CPU@3.40GHz,9.0,875.813,6144.0,0.0,4.0,4.0,0.0,22.0,6802.13,64.0,64.0,39.48,180.0,Intel  Corei5-7500 CPU @3.40GHz,Intel Core-i5,,Intel Corei5-7500,Intel Core i5-7500,14.0,65.0,2017.0
1516.0,IntelCorei5760,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,30.0,,,2879.88,2879.89,2879.9,5759.76,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,30.0,Intel(R)Core(TM)i5CPU760@2.80GHz,5.0,2209.422,8192.0,0.0,4.0,4.0,0.0,11.0,5619.27,64.0,64.0,36.48,69.0,Intel  Corei5 CPU 760@2.80GHz,Intel Core-i5,,Intel Corei5760,Intel Core i5-760,45.0,95.0,2010.0
1518.0,IntelCorei5-7600K,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,158.0,Intel(R)Core(TM)i5-7600KCPU@3.80GHz,9.0,3801.0,3801.0,800.0,7584.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,158.0,Intel(R)Core(TM)i5-7600KCPU@3.80GHz,9.0,3801.0,6144.0,0.0,4.0,4.0,0.0,22.0,7584.0,64.0,64.0,39.48,260.0,Intel  Corei5-7600K CPU @3.80GHz,Intel Core-i5,Intel  Corei5-7600K CPU @3.80GHz,Intel Corei5-7600K,Intel Core i5-7600K,14.0,91.0,2017.0
1521.0,IntelCorei5-8250U,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,142.0,Intel(R)Core(TM)i5-8250UCPU@1.60GHz,10.0,3400.02,3400.0,400.0,3601.0,32.0,32.0,256.0,6144.0,GenuineIntel,6.0,142.0,Intel(R)Core(TM)i5-8250UCPU@1.60GHz,10.0,3368.6859999999997,6144.0,0.0,8.0,4.0,0.0,22.0,3601.0,64.0,64.0,39.48,297.0,Intel  Corei5-8250U CPU @1.60GHz,Intel Core-i5,Intel  Corei5-8250U CPU @1.60GHz,Intel Corei5-8250U,Intel Core i5-8250U,14.0,15.0,2017.0
1527.0,IntelCorei5-8350U,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,142.0,Intel(R)Core(TM)i5-8350UCPU@1.70GHz,10.0,2582.724,3600.0,400.0,3799.9,128.0,128.0,1000.0,6000.0,GenuineIntel,6.0,142.0,Intel(R)Core(TM)i5-8350UCPU@1.70GHz,10.0,2437.45,6144.0,0.0,8.0,4.0,0.0,22.0,3799.9,64.0,64.0,39.48,539.0,Intel  Corei5-8350U CPU @1.70GHz,Intel Core-i5,Intel  Corei5-8350U CPU @1.70GHz,Intel Corei5-8350U,Intel Core i5-8350U,14.0,15.0,2017.0
