id,Model name,Name,Producer,,Codename,cores,min_cores,max_cores,core,raw_clock,mid_clock_inter,val_mid,unit_mid,min_clock,max_clock_inter,max_clock,unit_clock_to,mid_final,unit_final,clock,Socket,Process (nm),L3 Cache,TDP (W),Released,rel_date,rel_year
747,AMD Ryzen 5 1600X,Ryzen 5 1600X,AMD,,Zen,6 / 12,6,12,9,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket AM4,14,16MB,95,"Apr 11th, 2017",Apr 11th,2017
748,AMD Ryzen 5 2400G,Ryzen 5 2400G,AMD,,Raven Ridge,4 / 8,4,8,6,"3,6 to 3,9 GHz",,,,"3,6"," 3,9 GHz","3,90",GHz,"3,75",GHz,"3,75",Socket AM4,14,4MB,65,"Feb 12th, 2018",Feb 12th,2018
749,AMD Ryzen 5 2500U,Ryzen 5 2500U,AMD,,Raven Ridge,4 / 8,4,8,6,"2 to 3,6 GHz",,,,2," 3,6 GHz","3,60",GHz,"2,8",GHz,"2,8",Socket FP5,14,4MB,15,"Oct 26th, 2017",Oct 26th,2017
750,AMD Ryzen 5 2500X,Ryzen 5 2500X,AMD,,Zen,4 / 8,4,8,6,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket AM4,12,16MB,65,"Oct 1st, 2018",Oct 1st,2018
751,AMD Ryzen 5 2600,Ryzen 5 2600,AMD,,Zen,6 / 12,6,12,9,"3,4 to 3,9 GHz",,,,"3,4"," 3,9 GHz","3,90",GHz,"3,65",GHz,"3,65",Socket AM4,12,16MB,65,"Apr 19th, 2018",Apr 19th,2018
752,AMD Ryzen 5 2600E,Ryzen 5 2600E,AMD,,Zen,6 / 12,6,12,9,"3,1 to 4 GHz",,,,"3,1", 4 GHz,"4,00",GHz,"3,55",GHz,"3,55",Socket AM4,12,16MB,65,"Sep 19th, 2018",Sep 19th,2018
753,AMD Ryzen 5 2600H,Ryzen 5 2600H,AMD,,Raven Ridge,4 / 8,4,8,6,"3,3 to 3,6 GHz",,,,"3,3"," 3,6 GHz","3,60",GHz,"3,45",GHz,"3,45",Socket FP5,14,4MB,15,"May 30th, 2018",May 30th,2018
754,AMD Ryzen 5 2600X,Ryzen 5 2600X,AMD,,Zen,6 / 12,6,12,9,"3,6 to 4,25 GHz",,,,"3,6"," 4,25 GHz","4,25",GHz,3925,GHz,3925,Socket AM4,12,16MB,95,"Apr 19th, 2018",Apr 19th,2018
755,AMD Ryzen 5 3400G,Ryzen 5 3400G,AMD,,Picasso,4 / 8,4,8,6,"3,7 to 4,2 GHz",,,,"3,7"," 4,2 GHz","4,20",GHz,"3,95",GHz,"3,95",Socket AM4,12,4MB,65,"Jul 7th, 2019",Jul 7th,2019
756,AMD Ryzen 5 3500U,Ryzen 5 3500U,AMD,,Picasso,4 / 8,4,8,6,"2,1 to 3,7 GHz",,,,"2,1"," 3,7 GHz","3,70",GHz,"2,9",GHz,"2,9",Socket FP5,12,4MB,15,"Jan 6th, 2019",Jan 6th,2019
757,AMD Ryzen 5 3500X,Ryzen 5 3500X,AMD,,Matisse,6,,,6,"3,6 to 4,1 GHz",,,,"3,6"," 4,1 GHz","4,10",GHz,"3,85",GHz,"3,85",Socket AM4,7,32MB,65,"Sep 24th, 2019",Sep 24th,2019
758,AMD Ryzen 5 3550H,Ryzen 5 3550H,AMD,,Picasso,4 / 8,4,8,6,"2,1 to 3,7 GHz",,,,"2,1"," 3,7 GHz","3,70",GHz,"2,9",GHz,"2,9",Socket FP5,12,4MB,35,"Jan 6th, 2019",Jan 6th,2019
759,AMD Ryzen 5 3580U,Ryzen 5 3580U,AMD,,Picasso,4 / 8,4,8,6,"2,1 to 3,7 GHz",,,,"2,1"," 3,7 GHz","3,70",GHz,"2,9",GHz,"2,9",Socket FP5,12,4MB,15,"Oct 22nd, 2019",Oct 22nd,2019
760,AMD Ryzen 5 3600,Ryzen 5 3600,AMD,,Matisse,6 / 12,6,12,9,"3,6 to 4,2 GHz",,,,"3,6"," 4,2 GHz","4,20",GHz,"3,9",GHz,"3,9",Socket AM4,7,32MB,65,"Jul 7th, 2019",Jul 7th,2019
761,AMD Ryzen 5 3600X,Ryzen 5 3600X,AMD,,Matisse,6 / 12,6,12,9,"3,8 to 4,4 GHz",,,,"3,8"," 4,4 GHz","4,40",GHz,"4,1",GHz,"4,1",Socket AM4,7,32MB,95,"Jul 7th, 2019",Jul 7th,2019
762,AMD Ryzen 5 3600XT,Ryzen 5 3600XT,AMD,,Matisse 2,6 / 12,6,12,9,"3,8 to 4,5 GHz",,,,"3,8"," 4,5 GHz","4,50",GHz,"4,15",GHz,"4,15",Socket AM4,7,32MB,95,"Jul 7th, 2019",Jul 7th,2019
763,AMD Ryzen 5 4500U,Ryzen 5 4500U,AMD,,Renoir,6,,,6,"2,3 to 4 GHz",,,,"2,3", 4 GHz,"4,00",GHz,"3,15",GHz,"3,15",Socket FP6,7,11MB,25,"Jan 6th, 2020",Jan 6th,2020
764,AMD Ryzen 5 4600G,Ryzen 5 4600G,AMD,,Renoir,6 / 12,6,12,9,"3,7 to 4,2 GHz",,,,"3,7"," 4,2 GHz","4,20",GHz,"3,95",GHz,"3,95",Socket AM4,7,8MB,65,"Jul 21st, 2020",Jul 21st,2020
765,AMD Ryzen 5 4600GE,Ryzen 5 4600GE,AMD,,Renoir,6 / 12,6,12,9,"3,3 to 4,2 GHz",,,,"3,3"," 4,2 GHz","4,20",GHz,"3,75",GHz,"3,75",Socket AM4,7,8MB,35,"Jul 21st, 2020",Jul 21st,2020
766,AMD Ryzen 5 4600H,Ryzen 5 4600H,AMD,,Renoir,6 / 12,6,12,9,3 to 4 GHz,,,,3, 4 GHz,"4,00",GHz,"3,5",GHz,"3,5",Socket FP6,7,11MB,54,"Jan 6th, 2020",Jan 6th,2020
767,AMD Ryzen 5 4600HS,Ryzen 5 4600HS,AMD,,Renoir,6 / 12,6,12,9,3 to 4 GHz,,,,3, 4 GHz,"4,00",GHz,"3,5",GHz,"3,5",Socket FP6,7,11MB,35,"Jan 6th, 2020",Jan 6th,2020
768,AMD Ryzen 5 4600U,Ryzen 5 4600U,AMD,,Renoir,6 / 12,6,12,9,"2,1 to 4 GHz",,,,"2,1", 4 GHz,"4,00",GHz,"3,05",GHz,"3,05",Socket FP6,7,11MB,25,"Jan 6th, 2020",Jan 6th,2020
769,AMD Ryzen 5 5500U,Ryzen 5 5500U,AMD,,Lucienne,6 / 12,6,12,9,"2,1 to 4 GHz",,,,"2,1", 4 GHz,"4,00",GHz,"3,05",GHz,"3,05",Socket FP6,7,8MB,25,"Jan 12th, 2021",Jan 12th,2021
770,AMD Ryzen 5 5600G,Ryzen 5 5600G,AMD,,Cezanne,6 / 12,6,12,9,"3,9 to 4,4 GHz",,,,"3,9"," 4,4 GHz","4,40",GHz,"4,15",GHz,"4,15",Socket AM4,7,16MB,65,"Apr 13th, 2021",Apr 13th,2021
771,AMD Ryzen 5 5600X,Ryzen 5 5600X,AMD,,Vermeer,6 / 12,6,12,9,"3,7 to 4,6 GHz",,,,"3,7"," 4,6 GHz","4,60",GHz,"4,15",GHz,"4,15",Socket AM4,7,32MB,65,"Nov 5th, 2020",Nov 5th,2020
772,AMD Ryzen 5 PRO 1500,Ryzen 5 PRO 1500,AMD,,Zen,4 / 8,4,8,6,"3,5 to 3,7 GHz",,,,"3,5"," 3,7 GHz","3,70",GHz,"3,6",GHz,"3,6",Socket AM4,14,16MB,65,"Jun 29th, 2017",Jun 29th,2017
773,AMD Ryzen 5 PRO 1600,Ryzen 5 PRO 1600,AMD,,Zen,6 / 12,6,12,9,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket AM4,14,16MB,65,"Jun 29th, 2017",Jun 29th,2017
774,AMD Ryzen 5 PRO 2400G,Ryzen 5 PRO 2400G,AMD,,Raven Ridge,4 / 8,4,8,6,"3,6 to 3,9 GHz",,,,"3,6"," 3,9 GHz","3,90",GHz,"3,75",GHz,"3,75",Socket AM4,14,4MB,65,"May 10th, 2018",May 10th,2018
775,AMD Ryzen 5 PRO 2500U,Ryzen 5 PRO 2500U,AMD,,Raven Ridge,4 / 8,4,8,6,"2 to 3,6 GHz",,,,2," 3,6 GHz","3,60",GHz,"2,8",GHz,"2,8",Socket FP5,14,4MB,15,"Jan 8th, 2019",Jan 8th,2019
776,AMD Ryzen 5 PRO 2600,Ryzen 5 PRO 2600,AMD,,Zen,6 / 12,6,12,9,"3,4 to 3,9 GHz",,,,"3,4"," 3,9 GHz","3,90",GHz,"3,65",GHz,"3,65",Socket AM4,12,16MB,65,"Sep 19th, 2018",Sep 19th,2018
777,AMD Ryzen 5 PRO 3500U,Ryzen 5 PRO 3500U,AMD,,Picasso,4 / 8,4,8,6,"2,1 to 3,7 GHz",,,,"2,1"," 3,7 GHz","3,70",GHz,"2,9",GHz,"2,9",Socket FP5,12,4MB,15,"Apr 8th, 2019",Apr 8th,2019
778,AMD Ryzen 5 PRO 4650G,Ryzen 5 PRO 4650G,AMD,,Renoir,6 / 12,6,12,9,"3,7 to 4,2 GHz",,,,"3,7"," 4,2 GHz","4,20",GHz,"3,95",GHz,"3,95",Socket AM4,7,8MB,65,"Jul 21st, 2020",Jul 21st,2020
779,AMD Ryzen 5 PRO 4650GE,Ryzen 5 PRO 4650GE,AMD,,Renoir,6 / 12,6,12,9,"3,3 to 4,2 GHz",,,,"3,3"," 4,2 GHz","4,20",GHz,"3,75",GHz,"3,75",Socket AM4,7,8MB,35,"Jul 21st, 2020",Jul 21st,2020
780,AMD Ryzen 5 PRO 4650U,Ryzen 5 PRO 4650U,AMD,,Renoir,6 / 12,6,12,9,"2,1 to 4 GHz",,,,"2,1", 4 GHz,"4,00",GHz,"3,05",GHz,"3,05",Socket FP6,7,8MB,15,"May 7th, 2020",May 7th,2020
781,AMD Ryzen 7 1700,Ryzen 7 1700,AMD,,Zen,8 / 16,8,16,12,"3 to 3,7 GHz",,,,3," 3,7 GHz","3,70",GHz,"3,35",GHz,"3,35",Socket AM4,14,16MB,65,"Mar 2nd, 2017",Mar 2nd,2017
782,AMD Ryzen 7 1700X,Ryzen 7 1700X,AMD,,Zen,8 / 16,8,16,12,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket AM4,14,16MB,95,"Mar 2nd, 2017",Mar 2nd,2017
783,AMD Ryzen 7 1800X,Ryzen 7 1800X,AMD,,Zen,8 / 16,8,16,12,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket AM4,14,16MB,95,"Mar 2nd, 2017",Mar 2nd,2017
784,AMD Ryzen 7 2700,Ryzen 7 2700,AMD,,Zen,8 / 16,8,16,12,"3,2 to 4,1 GHz",,,,"3,2"," 4,1 GHz","4,10",GHz,"3,65",GHz,"3,65",Socket AM4,12,16MB,65,"Apr 19th, 2018",Apr 19th,2018
785,AMD Ryzen 7 2700E,Ryzen 7 2700E,AMD,,Zen,8 / 16,8,16,12,"2,8 to 4 GHz",,,,"2,8", 4 GHz,"4,00",GHz,"3,4",GHz,"3,4",Socket AM4,12,16MB,65,"Sep 19th, 2018",Sep 19th,2018
786,AMD Ryzen 7 2700U,Ryzen 7 2700U,AMD,,Raven Ridge,4 / 8,4,8,6,"2,2 to 3,8 GHz",,,,"2,2"," 3,8 GHz","3,80",GHz,3,GHz,3,Socket FP5,14,4MB,15,"Oct 26th, 2017",Oct 26th,2017
787,AMD Ryzen 7 2700X,Ryzen 7 2700X,AMD,,Zen,8 / 16,8,16,12,"3,7 to 4,35 GHz",,,,"3,7"," 4,35 GHz","4,35",GHz,4025,GHz,4025,Socket AM4,12,16MB,105,"Apr 19th, 2018",Apr 19th,2018
788,AMD Ryzen 7 2700X 50th Anniversary,Ryzen 7 2700X 50th Anniversary,AMD,,Zen,8 / 16,8,16,12,"3,7 to 4,35 GHz",,,,"3,7"," 4,35 GHz","4,35",GHz,4025,GHz,4025,Socket AM4,12,16MB,105,"Apr 29th, 2019",Apr 29th,2019
789,AMD Ryzen 7 2800H,Ryzen 7 2800H,AMD,,Raven Ridge,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket FP5,14,4MB,15,"May 30th, 2018",May 30th,2018
790,AMD Ryzen 7 3700U,Ryzen 7 3700U,AMD,,Picasso,4 / 8,4,8,6,"2,3 to 4 GHz",,,,"2,3", 4 GHz,"4,00",GHz,"3,15",GHz,"3,15",Socket FP5,12,4MB,15,"Jan 6th, 2019",Jan 6th,2019
791,AMD Ryzen 7 3700X,Ryzen 7 3700X,AMD,,Matisse,8 / 16,8,16,12,"3,6 to 4,4 GHz",,,,"3,6"," 4,4 GHz","4,40",GHz,4,GHz,4,Socket AM4,7,32MB,65,"Jul 7th, 2019",Jul 7th,2019
792,AMD Ryzen 7 3750H,Ryzen 7 3750H,AMD,,Picasso,4 / 8,4,8,6,"2,3 to 4 GHz",,,,"2,3", 4 GHz,"4,00",GHz,"3,15",GHz,"3,15",Socket FP5,12,4MB,35,"Jan 6th, 2019",Jan 6th,2019
793,AMD Ryzen 7 3780U,Ryzen 7 3780U,AMD,,Picasso,4 / 8,4,8,6,"2,3 to 4 GHz",,,,"2,3", 4 GHz,"4,00",GHz,"3,15",GHz,"3,15",Socket FP5,12,4MB,15,"Oct 22nd, 2019",Oct 22nd,2019
794,AMD Ryzen 7 3800X,Ryzen 7 3800X,AMD,,Matisse,8 / 16,8,16,12,"3,9 to 4,5 GHz",,,,"3,9"," 4,5 GHz","4,50",GHz,"4,2",GHz,"4,2",Socket AM4,7,32MB,105,"Jul 7th, 2019",Jul 7th,2019
795,AMD Ryzen 7 3800XT,Ryzen 7 3800XT,AMD,,Matisse 2,8 / 16,8,16,12,"3,8 to 4,7 GHz",,,,"3,8"," 4,7 GHz","4,70",GHz,"4,25",GHz,"4,25",Socket AM4,7,32MB,105,"Jul 7th, 2020",Jul 7th,2020
796,AMD Ryzen 7 4700G,Ryzen 7 4700G,AMD,,Renoir,8 / 16,8,16,12,"3,6 to 4,4 GHz",,,,"3,6"," 4,4 GHz","4,40",GHz,4,GHz,4,Socket AM4,7,8MB,65,"Jul 21st, 2020",Jul 21st,2020
797,AMD Ryzen 7 4700GE,Ryzen 7 4700GE,AMD,,Renoir,8 / 16,8,16,12,"3,1 to 4,3 GHz",,,,"3,1"," 4,3 GHz","4,30",GHz,"3,7",GHz,"3,7",Socket AM4,7,8MB,35,"Jul 21st, 2020",Jul 21st,2020
798,AMD Ryzen 7 4700U,Ryzen 7 4700U,AMD,,Renoir,8,,,8,"1,8 to 4,2 GHz",,,,"1,8"," 4,2 GHz","4,20",GHz,3,GHz,3,Socket FP6,7,12MB,25,"Jan 6th, 2020",Jan 6th,2020
799,AMD Ryzen 7 4750U,Ryzen 7 4750U,AMD,,Renoir,8 / 16,8,16,12,"1,7 to 4,1 GHz",,,,"1,7"," 4,1 GHz","4,10",GHz,"2,9",GHz,"2,9",Socket FP6,7,8MB,15,"May 7th, 2020",May 7th,2020
800,AMD Ryzen 7 4800H,Ryzen 7 4800H,AMD,,Renoir,8 / 16,8,16,12,"2,9 to 4,2 GHz",,,,"2,9"," 4,2 GHz","4,20",GHz,"3,55",GHz,"3,55",Socket FP6,7,12MB,54,"Jan 6th, 2020",Jan 6th,2020
801,AMD Ryzen 7 4800HS,Ryzen 7 4800HS,AMD,,Renoir,8 / 16,8,16,12,"2,9 to 4,2 GHz",,,,"2,9"," 4,2 GHz","4,20",GHz,"3,55",GHz,"3,55",Socket FP6,7,12MB,35,"Jan 6th, 2020",Jan 6th,2020
802,AMD Ryzen 7 4800U,Ryzen 7 4800U,AMD,,Renoir,8 / 16,8,16,12,"1,8 to 4,2 GHz",,,,"1,8"," 4,2 GHz","4,20",GHz,3,GHz,3,Socket FP6,7,8MB,25,"Jan 6th, 2020",Jan 6th,2020
803,AMD Ryzen 7 5700G,Ryzen 7 5700G,AMD,,Cezanne,8 / 16,8,16,12,"3,8 to 4,6 GHz",,,,"3,8"," 4,6 GHz","4,60",GHz,"4,2",GHz,"4,2",Socket AM4,7,16MB,65,"Apr 13th, 2021",Apr 13th,2021
804,AMD Ryzen 7 5800H,Ryzen 7 5800H,AMD,,Cezanne,8 / 16,8,16,12,"3,2 to 4,4 GHz",,,,"3,2"," 4,4 GHz","4,40",GHz,"3,8",GHz,"3,8",Socket FP6,7,16MB,54,"Jan 12th, 2021",Jan 12th,2021
805,AMD Ryzen 7 5800HS,Ryzen 7 5800HS,AMD,,Cezanne,8 / 16,8,16,12,"2,8 to 4,4 GHz",,,,"2,8"," 4,4 GHz","4,40",GHz,"3,6",GHz,"3,6",Socket FP6,7,16MB,35,"Jan 12th, 2021",Jan 12th,2021
806,AMD Ryzen 7 5800X,Ryzen 7 5800X,AMD,,Vermeer,8 / 16,8,16,12,"3,8 to 4,7 GHz",,,,"3,8"," 4,7 GHz","4,70",GHz,"4,25",GHz,"4,25",Socket AM4,7,32MB,105,"Nov 5th, 2020",Nov 5th,2020
807,AMD Ryzen 7 PRO 1700,Ryzen 7 PRO 1700,AMD,,Zen,8 / 16,8,16,12,"3 to 3,7 GHz",,,,3," 3,7 GHz","3,70",GHz,"3,35",GHz,"3,35",Socket AM4,14,16MB,65,"Jun 29th, 2017",Jun 29th,2017
808,AMD Ryzen 7 PRO 1700X,Ryzen 7 PRO 1700X,AMD,,Zen,8 / 16,8,16,12,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket AM4,14,16MB,95,"Jun 29th, 2017",Jun 29th,2017
809,AMD Ryzen 7 PRO 2700,Ryzen 7 PRO 2700,AMD,,Zen,8 / 16,8,16,12,"3,2 to 4,1 GHz",,,,"3,2"," 4,1 GHz","4,10",GHz,"3,65",GHz,"3,65",Socket AM4,12,16MB,65,"Sep 19th, 2018",Sep 19th,2018
810,AMD Ryzen 7 PRO 2700U,Ryzen 7 PRO 2700U,AMD,,Raven Ridge,4 / 8,4,8,6,"2,2 to 3,8 GHz",,,,"2,2"," 3,8 GHz","3,80",GHz,3,GHz,3,Socket FP5,14,4MB,15,"Oct 26th, 2017",Oct 26th,2017
811,AMD Ryzen 7 PRO 2700X,Ryzen 7 PRO 2700X,AMD,,Zen,8 / 16,8,16,12,"3,6 to 4,1 GHz",,,,"3,6"," 4,1 GHz","4,10",GHz,"3,85",GHz,"3,85",Socket AM4,12,16MB,95,"Sep 19th, 2018",Sep 19th,2018
812,AMD Ryzen 7 PRO 3700U,Ryzen 7 PRO 3700U,AMD,,Picasso,4 / 8,4,8,6,"2,3 to 4 GHz",,,,"2,3", 4 GHz,"4,00",GHz,"3,15",GHz,"3,15",Socket FP5,12,4MB,15,"Apr 8th, 2019",Apr 8th,2019
813,AMD Ryzen 7 PRO 4750G,Ryzen 7 PRO 4750G,AMD,,Renoir,8 / 16,8,16,12,"3,6 to 4,4 GHz",,,,"3,6"," 4,4 GHz","4,40",GHz,4,GHz,4,Socket AM4,7,8MB,65,"Jul 21st, 2020",Jul 21st,2020
814,AMD Ryzen 7 PRO 4750GE,Ryzen 7 PRO 4750GE,AMD,,Renoir,8 / 16,8,16,12,"3,1 to 4,3 GHz",,,,"3,1"," 4,3 GHz","4,30",GHz,"3,7",GHz,"3,7",Socket AM4,7,8MB,35,"Jul 21st, 2020",Jul 21st,2020
815,AMD Ryzen 9 3900X,Ryzen 9 3900X,AMD,,Matisse,12 / 24,12,24,18,"3,8 to 4,6 GHz",,,,"3,8"," 4,6 GHz","4,60",GHz,"4,2",GHz,"4,2",Socket AM4,7,64MB,105,"Jul 7th, 2019",Jul 7th,2019
816,AMD Ryzen 9 3900XT,Ryzen 9 3900XT,AMD,,Matisse 2,12 / 24,12,24,18,"3,9 to 4,7 GHz",,,,"3,9"," 4,7 GHz","4,70",GHz,"4,3",GHz,"4,3",Socket AM4,7,64MB,105,"Jul 7th, 2020",Jul 7th,2020
817,AMD Ryzen 9 3950X,Ryzen 9 3950X,AMD,,Matisse,16 / 32,16,32,24,"3,5 to 4,7 GHz",,,,"3,5"," 4,7 GHz","4,70",GHz,"4,1",GHz,"4,1",Socket AM4,7,64MB,105,"Nov 14th, 2019",Nov 14th,2019
818,AMD Ryzen 9 4900H,Ryzen 9 4900H,AMD,,Renoir,8 / 16,8,16,12,"3,3 to 4,4 GHz",,,,"3,3"," 4,4 GHz","4,40",GHz,"3,85",GHz,"3,85",Socket FP6,7,12MB,54,"Mar 16th, 2020",Mar 16th,2020
819,AMD Ryzen 9 4900HS,Ryzen 9 4900HS,AMD,,Renoir,8 / 16,8,16,12,"3 to 4,3 GHz",,,,3," 4,3 GHz","4,30",GHz,"3,65",GHz,"3,65",Socket FP6,7,12MB,35,"Mar 7th, 2020",Mar 7th,2020
820,AMD Ryzen 9 5900HX,Ryzen 9 5900HX,AMD,,Cezanne,8 / 16,8,16,12,"3,3 to 4,6 GHz",,,,"3,3"," 4,6 GHz","4,60",GHz,"3,95",GHz,"3,95",Socket FP6,7,16MB,45,"Jan 12th, 2021",Jan 12th,2021
821,AMD Ryzen 9 5900X,Ryzen 9 5900X,AMD,,Vermeer,12 / 24,12,24,18,"3,7 to 4,8 GHz",,,,"3,7"," 4,8 GHz","4,80",GHz,"4,25",GHz,"4,25",Socket AM4,7,64MB,105,"Nov 5th, 2020",Nov 5th,2020
822,AMD Ryzen 9 5950X,Ryzen 9 5950X,AMD,,Vermeer,16 / 32,16,32,24,"3,4 to 4,9 GHz",,,,"3,4"," 4,9 GHz","4,90",GHz,"4,15",GHz,"4,15",Socket AM4,7,64MB,105,"Nov 5th, 2020",Nov 5th,2020
823,AMD Ryzen 9 5980HS,Ryzen 9 5980HS,AMD,,Cezanne,8 / 16,8,16,12,"3 to 4,8 GHz",,,,3," 4,8 GHz","4,80",GHz,"3,9",GHz,"3,9",Socket FP6,7,16MB,35,"Jan 12th, 2021",Jan 12th,2021
824,AMD Ryzen Embedded V1202B,Ryzen Embedded V1202B,AMD,,Zen,2 / 4,2,4,3,"2,3 to 3,2 GHz",,,,"2,3"," 3,2 GHz","3,20",GHz,"2,75",GHz,"2,75",Socket FP5,14,2MB,15,"Feb 21st, 2018",Feb 21st,2018
825,AMD Ryzen Embedded V1605B,Ryzen Embedded V1605B,AMD,,Zen,4 / 8,4,8,6,"2 to 3,6 GHz",,,,2," 3,6 GHz","3,60",GHz,"2,8",GHz,"2,8",Socket FP5,14,2MB,15,"Feb 21st, 2018",Feb 21st,2018
826,AMD Ryzen Embedded V1756B,Ryzen Embedded V1756B,AMD,,Zen,4 / 8,4,8,6,"3,25 to 3,6 GHz",,,,"3,25"," 3,6 GHz","3,60",GHz,3425,GHz,3425,Socket FP5,14,2MB,45,"Feb 21st, 2018",Feb 21st,2018
827,AMD Ryzen Embedded V1807B,Ryzen Embedded V1807B,AMD,,Zen,4 / 8,4,8,6,"3,35 to 3,8 GHz",,,,"3,35"," 3,8 GHz","3,80",GHz,3575,GHz,3575,Socket FP5,14,2MB,45,"Feb 21st, 2018",Feb 21st,2018
828,AMD Ryzen Threadripper 1900,Ryzen Threadripper 1900,AMD,,Zen,8 / 16,8,16,12,"3,1 to 3,7 GHz",,,,"3,1"," 3,7 GHz","3,70",GHz,"3,4",GHz,"3,4",Socket SP3r2,14,32MB,125,"Aug 31st, 2017",Aug 31st,2017
829,AMD Ryzen Threadripper 1900X,Ryzen Threadripper 1900X,AMD,,Zen,8 / 16,8,16,12,"3,8 to 4 GHz",,,,"3,8", 4 GHz,"4,00",GHz,"3,9",GHz,"3,9",Socket SP3r2,14,32MB,125,"Aug 31st, 2017",Aug 31st,2017
830,AMD Ryzen Threadripper 1920,Ryzen Threadripper 1920,AMD,,Zen,12 / 24,12,24,18,"3,2 to 3,8 GHz",,,,"3,2"," 3,8 GHz","3,80",GHz,"3,5",GHz,"3,5",Socket SP3r2,14,32MB,140,"Jul 29th, 2017",Jul 29th,2017
831,AMD Ryzen Threadripper 1920X,Ryzen Threadripper 1920X,AMD,,Zen,12 / 24,12,24,18,"3,5 to 4,2 GHz",,,,"3,5"," 4,2 GHz","4,20",GHz,"3,85",GHz,"3,85",Socket SP3r2,14,32MB,180,"Aug 10th, 2017",Aug 10th,2017
832,AMD Ryzen Threadripper 1940,Ryzen Threadripper 1940,AMD,,Zen,14 / 28,14,28,21,"3,2 to 3,7 GHz",,,,"3,2"," 3,7 GHz","3,70",GHz,"3,45",GHz,"3,45",Socket SP3r2,14,32MB,180,"Jul 29th, 2017",Jul 29th,2017
833,AMD Ryzen Threadripper 1940X,Ryzen Threadripper 1940X,AMD,,Zen,14 / 28,14,28,21,"3,5 to 4 GHz",,,,"3,5", 4 GHz,"4,00",GHz,"3,75",GHz,"3,75",Socket SP3r2,14,32MB,180,"Jul 29th, 2017",Jul 29th,2017
834,AMD Ryzen Threadripper 1950,Ryzen Threadripper 1950,AMD,,Zen,16 / 32,16,32,24,"3,2 GHz","3,2 GHz","3,2",GHz,,,,,"3,2",GHz,"3,2",Socket SP3r2,14,32MB,180,"Jul 29th, 2017",Jul 29th,2017
835,AMD Ryzen Threadripper 1950X,Ryzen Threadripper 1950X,AMD,,Zen,16 / 32,16,32,24,"3,4 to 4 GHz",,,,"3,4", 4 GHz,"4,00",GHz,"3,7",GHz,"3,7",Socket SP3r2,14,32MB,180,"Aug 10th, 2017",Aug 10th,2017
836,AMD Ryzen Threadripper 2920X,Ryzen Threadripper 2920X,AMD,,Zen,12 / 24,12,24,18,"3,5 to 4,3 GHz",,,,"3,5"," 4,3 GHz","4,30",GHz,"3,9",GHz,"3,9",Socket SP3r2,12,32MB,180,"Oct 3rd, 2018",Oct 3rd,2018
837,AMD Ryzen Threadripper 2950X,Ryzen Threadripper 2950X,AMD,,Zen,16 / 32,16,32,24,"3,5 to 4,4 GHz",,,,"3,5"," 4,4 GHz","4,40",GHz,"3,95",GHz,"3,95",Socket SP3r2,12,32MB,180,"Aug 13th, 2018",Aug 13th,2018
838,AMD Ryzen Threadripper 2970WX,Ryzen Threadripper 2970WX,AMD,,Zen,24 / 48,24,48,36,"3 to 4,2 GHz",,,,3," 4,2 GHz","4,20",GHz,"3,6",GHz,"3,6",Socket SP3r2,12,64MB,250,"Oct 2nd, 2018",Oct 2nd,2018
839,AMD Ryzen Threadripper 2990WX,Ryzen Threadripper 2990WX,AMD,,Zen,32 / 64,32,64,48,"3 to 4,2 GHz",,,,3," 4,2 GHz","4,20",GHz,"3,6",GHz,"3,6",Socket SP3r2,12,64MB,250,"Aug 13th, 2018",Aug 13th,2018
840,AMD Ryzen Threadripper 3960X,Ryzen Threadripper 3960X,AMD,,Matisse,24 / 48,24,48,36,"3,8 to 4,5 GHz",,,,"3,8"," 4,5 GHz","4,50",GHz,"4,15",GHz,"4,15",Socket TRX4,7,128MB,280,"Nov 25th, 2019",Nov 25th,2019
841,AMD Ryzen Threadripper 3970X,Ryzen Threadripper 3970X,AMD,,Matisse,32 / 64,32,64,48,"3,7 to 4,5 GHz",,,,"3,7"," 4,5 GHz","4,50",GHz,"4,1",GHz,"4,1",Socket TRX4,7,128MB,280,"Nov 25th, 2019",Nov 25th,2019
842,AMD Ryzen Threadripper 3980X,Ryzen Threadripper 3980X,AMD,,Matisse,48 / 96,48,96,72,"3,5 to 4,7 GHz",,,,"3,5"," 4,7 GHz","4,70",GHz,"4,1",GHz,"4,1",Socket TRX4,7,128MB,280,"Nov 14th, 2019",Nov 14th,2019
